,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,department
955,33,No,non-travel,454.28,13,4,life sciences,956,2,M,56.78,3,2,sales executive,4,divorced,3669.17,9539.83,2,,11,3.0,3,Part Time,1,8.0,3,2.0,5,0,3,1991,44030.0,Yes,sales
956,54,No,non-travel,1128.11,7,2,other,957,1,F,141.01,2,3,sales executive,4,married,9111.67,23690.33,7,Yes,18,3.0,4,Full Time,1,35.0,3,3.0,5,0,4,1970,109340.0,No,sales
957,23,No,non-travel,556.26,1,2,life sciences,958,4,M,69.53,2,2,manufacturing director,4,unknown,4492.84,11681.39,6,,22,4.0,1,Part Time,2,4.0,2,1.0,2,2,2,2001,53914.11,No,research & development
958,45,No,travel_rarely,290.04,8,4,life sciences,959,1,M,36.26,4,1,laboratory technician,4,unknown,2342.59,6090.75,2,Yes,24,4.0,3,Part Time,1,10.0,2,2.0,3,0,2,1979,28111.13,No,research & development
959,36,Yes,travel_frequently,208.62,25,4,life sciences,960,4,F,26.08,3,1,research scientist,2,divorced,1685.0,4381.0,1,,19,3.0,1,Part Time,1,10.0,3,2.0,10,7,8,1988,20220.0,Yes,research & development
960,26,No,non-travel,439.11,4,1,other,961,3,M,54.89,2,2,sales executive,1,unknown,3546.67,9221.33,1,No,12,3.0,1,Part Time,0,5.0,1,4.0,5,0,3,1998,42560.0,No,sales
961,50,No,travel_rarely,369.37,1,3,technical degree,962,3,F,46.17,3,1,research scientist,1,unknown,2983.33,7756.67,2,No,16,3.0,2,Full Time,1,7.0,2,3.0,4,0,2,1974,35799.96,No,research & development
962,25,No,non-travel,290.04,19,1,life sciences,963,1,M,36.26,2,1,laboratory technician,4,unknown,2342.59,6090.75,0,,17,3.0,4,Part Time,0,,2,2.0,5,3,4,1999,28111.13,No,research & development
963,39,No,travel_rarely,299.1,9,3,marketing,964,2,M,37.39,2,1,sales representative,2,unknown,2415.83,6281.17,0,,19,3.0,4,Full Time,1,3.0,3,3.0,2,1,2,1985,28990.0,Yes,sales
964,30,Yes,travel_rarely,290.04,1,3,medical,965,2,F,36.26,2,1,sales representative,3,unknown,2342.59,6090.75,6,Yes,19,3.0,3,Part Time,3,5.0,3,3.0,3,0,2,1994,28111.13,No,sales
965,44,No,travel_frequently,573.86,1,3,life sciences,966,4,F,71.73,3,2,healthcare representative,4,married,4635.0,12051.0,4,,13,3.0,2,Full Time,1,12.0,2,2.0,5,2,2,1980,55620.0,Yes,research & development
966,29,No,travel_rarely,556.26,5,4,medical,967,1,M,69.53,3,2,sales executive,4,single,4492.84,11681.39,1,,14,3.0,2,Part Time,0,4.0,3,3.0,4,0,2,1995,53914.11,No,sales
967,21,Yes,travel_rarely,290.04,2,3,other,968,3,F,36.26,2,1,sales representative,3,single,2342.59,6090.75,1,,13,3.0,4,Part Time,0,2.0,3,2.0,2,0,2,2003,28111.13,Yes,sales
968,48,No,non-travel,290.04,2,4,life sciences,969,4,F,36.26,2,1,sales representative,4,single,2342.59,6090.75,1,Yes,18,3.0,1,Full Time,0,3.0,3,2.0,3,1,2,1976,28111.08,Yes,sales
969,23,Yes,travel_rarely,556.26,3,1,life sciences,970,2,F,69.53,3,2,manufacturing director,3,married,4492.84,11681.39,0,Yes,19,3.0,1,Part Time,1,4.0,3,4.0,3,0,2,2001,53914.11,Yes,research & development
970,29,No,non-travel,245.25,9,3,medical,971,3,F,30.66,3,1,research scientist,3,divorced,1980.83,5150.17,5,No,18,3.0,2,Part Time,1,6.0,2,3.0,2,2,2,1995,23770.0,Yes,research & development
971,40,Yes,non-travel,248.03,6,3,medical,972,4,M,31.0,3,1,laboratory technician,1,married,2003.33,5208.67,7,,21,4.0,4,Part Time,0,,2,1.0,2,2,2,1984,24040.0,Yes,research & development
972,34,No,travel_rarely,288.79,1,4,other,973,3,M,36.1,2,1,research scientist,1,single,2332.5,6064.5,3,,11,3.0,2,Part Time,0,,1,3.0,3,0,2,1990,27990.0,No,research & development
973,37,No,travel_rarely,290.04,7,4,other,974,2,M,36.26,3,1,research scientist,4,single,2342.59,6090.75,2,,18,3.0,3,Part Time,0,8.0,6,3.0,6,0,1,1987,28111.13,Yes,research & development
974,36,No,travel_rarely,556.26,48,3,other,975,3,F,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,1,,16,3.0,2,Full Time,0,5.0,3,3.0,5,1,0,1988,53914.08,Yes,sales
975,32,Yes,non-travel,290.04,9,2,medical,976,3,M,36.26,2,1,research scientist,1,single,2342.59,6090.75,0,Yes,22,4.0,1,Part Time,0,4.0,0,3.0,3,1,2,1992,28111.13,No,research & development
976,34,No,travel_rarely,356.16,13,1,life sciences,977,2,F,44.52,3,1,research scientist,4,single,2876.67,7479.33,3,,18,3.0,1,Full Time,0,5.0,4,3.0,3,0,2,1990,34520.0,No,research & development
977,28,No,non-travel,290.02,24,4,other,978,2,F,36.25,3,1,laboratory technician,2,unknown,2342.5,6090.5,9,No,14,3.0,2,Part Time,1,4.0,2,3.0,2,2,2,1996,28110.0,No,research & development
978,31,Yes,travel_rarely,290.04,22,3,other,979,1,F,36.26,3,1,research scientist,3,married,2342.59,6090.75,4,,11,3.0,2,Part Time,0,,2,,5,0,1,1993,28111.13,Yes,research & development
979,25,No,non-travel,451.6,17,1,medical,980,4,F,56.45,2,2,manufacturing director,3,divorced,3647.5,9483.5,1,No,15,3.0,2,Part Time,2,5.0,6,3.0,4,3,2,1999,43770.0,No,research & development
980,36,Yes,travel_rarely,290.04,14,4,other,981,3,M,36.26,2,1,laboratory technician,2,divorced,2342.59,6090.75,1,Yes,24,4.0,4,Part Time,1,5.0,2,1.0,4,0,2,1988,28111.13,No,research & development
981,31,Yes,non-travel,290.04,5,3,other,982,2,F,36.26,3,1,laboratory technician,2,unknown,2342.59,6090.75,0,,17,3.0,1,Part Time,0,4.0,3,3.0,3,1,2,1993,28111.13,Yes,research & development
982,49,No,travel_rarely,437.46,6,3,other,983,1,M,54.68,2,2,healthcare representative,3,unknown,3533.33,9186.67,2,No,13,3.0,4,Full Time,0,19.0,0,3.0,2,2,2,1975,42399.96,Yes,research & development
983,42,No,travel_rarely,556.26,7,2,medical,984,4,F,69.53,3,2,manufacturing director,3,unknown,4492.84,11681.39,6,,14,3.0,2,Full Time,0,8.0,6,3.0,2,2,1,1982,53914.08,No,research & development
984,28,No,non-travel,436.12,2,4,other,985,1,F,54.52,3,2,manufacturing director,4,unknown,3522.5,9158.5,0,,18,3.0,2,Part Time,1,,2,,3,2,2,1996,42270.0,Yes,research & development
985,36,No,travel_rarely,404.13,10,3,other,986,2,M,50.52,3,1,laboratory technician,4,unknown,3264.17,8486.83,1,No,20,4.0,1,Full Time,1,3.0,4,2.0,3,1,2,1988,39170.0,No,research & development
986,27,Yes,non-travel,512.67,29,2,medical,987,2,M,64.08,1,2,sales executive,1,single,4140.83,10766.17,8,No,18,3.0,4,Part Time,0,,6,3.0,2,2,2,1997,49690.0,Yes,sales
987,34,No,non-travel,290.04,8,1,life sciences,988,2,F,36.26,2,1,sales representative,4,unknown,2342.59,6090.75,0,,19,3.0,4,Part Time,0,,2,2.0,2,2,2,1990,28111.13,No,sales
988,27,Yes,non-travel,210.68,2,3,life sciences,989,1,M,26.34,3,1,research scientist,1,married,1701.67,4424.33,6,,14,3.0,2,Part Time,1,6.0,2,3.0,3,1,2,1997,20420.0,Yes,research & development
989,39,No,travel_frequently,291.06,3,4,other,990,3,M,36.38,3,1,research scientist,3,unknown,2350.83,6112.17,3,No,16,3.0,1,Full Time,1,8.0,2,3.0,2,2,2,1985,28209.96,No,research & development
990,47,No,non-travel,1973.98,47,4,medical,991,4,M,246.75,3,5,research director,4,unknown,15943.72,41453.67,9,No,17,3.0,4,Full Time,2,23.0,0,3.0,2,2,2,1977,191324.62,Yes,research & development
991,21,Yes,non-travel,290.04,9,3,marketing,992,4,F,36.26,3,1,sales representative,4,single,2342.59,6090.75,1,Yes,14,3.0,2,Part Time,0,2.0,3,3.0,2,0,2,2003,28111.13,Yes,sales
992,31,No,non-travel,1027.31,20,3,other,993,2,M,128.41,3,2,manufacturing director,1,unknown,8297.5,21573.5,0,,15,3.0,3,Full Time,1,7.0,1,2.0,6,0,2,1993,99570.0,No,research & development
993,28,No,non-travel,290.04,8,5,other,994,1,M,36.26,1,1,laboratory technician,3,married,2342.59,6090.75,1,,19,3.0,4,Part Time,3,3.0,4,,3,1,2,1996,28111.13,No,research & development
994,56,No,non-travel,1032.49,2,1,other,995,4,M,129.06,3,3,manufacturing director,2,married,8339.32,21682.23,3,No,18,3.0,2,Part Time,1,23.0,4,3.0,3,1,2,1968,100071.84,Yes,research & development
995,34,No,travel_rarely,1032.49,5,3,life sciences,996,4,M,129.06,2,3,healthcare representative,4,unknown,8339.32,21682.23,4,No,15,3.0,3,Full Time,1,,2,3.0,3,1,2,1990,100071.84,Yes,research & development
996,29,No,non-travel,227.71,15,2,life sciences,997,1,M,28.46,3,1,laboratory technician,3,unknown,1839.17,4781.83,1,No,16,3.0,4,Full Time,1,4.0,5,2.0,4,2,2,1995,22070.0,Yes,research & development
997,35,No,non-travel,800.22,3,1,life sciences,998,1,M,100.03,3,2,healthcare representative,4,unknown,6463.33,16804.67,0,No,17,3.0,3,Full Time,0,,1,2.0,6,0,4,1989,77559.96,Yes,research & development
998,34,Yes,non-travel,290.04,25,3,medical,999,1,M,36.26,2,1,research scientist,2,single,2342.59,6090.75,4,Yes,20,4.0,2,Part Time,0,5.0,0,3.0,2,2,2,1990,28111.13,No,research & development
999,34,No,non-travel,556.26,7,3,life sciences,1000,4,F,69.53,3,2,sales executive,2,married,4492.84,11681.39,0,No,17,3.0,3,Part Time,1,4.0,3,3.0,3,0,2,1990,53914.11,No,sales
1000,22,No,non-travel,213.57,1,1,other,1001,4,F,26.7,2,1,research scientist,2,single,1725.0,4485.0,1,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,2,2,2002,20700.0,Yes,research & development
1001,32,No,travel_frequently,287.96,20,3,other,1002,3,M,35.99,4,1,sales representative,4,married,2325.83,6047.17,0,No,12,not rated,1,Full Time,1,3.0,4,3.0,2,2,2,1992,27910.0,Yes,sales
1002,36,No,non-travel,556.26,11,2,marketing,1003,4,M,69.53,3,2,sales executive,4,divorced,4492.84,11681.39,1,,11,3.0,4,Full Time,1,5.0,3,3.0,5,0,2,1988,53914.08,Yes,sales
1003,35,No,non-travel,556.26,2,2,other,1004,4,M,69.53,3,2,manufacturing director,3,single,4492.84,11681.39,2,No,11,3.0,4,Full Time,0,,3,,3,0,2,1989,53914.08,Yes,research & development
1004,34,Yes,non-travel,848.51,9,4,other,1005,1,F,106.06,3,2,sales executive,1,single,6853.33,17818.67,0,,17,3.0,1,Full Time,0,6.0,3,3.0,5,0,3,1990,82240.0,No,sales
1005,32,Yes,non-travel,269.29,15,3,medical,1006,3,M,33.66,3,1,laboratory technician,3,unknown,2175.0,5655.0,1,No,12,3.0,3,Part Time,1,,5,2.0,2,2,2,1992,26100.0,Yes,research & development
1006,38,No,travel_rarely,591.29,25,2,other,1007,3,F,73.91,2,2,healthcare representative,4,unknown,4775.83,12417.17,7,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,1,3,1986,57310.0,Yes,research & development
1007,28,No,travel_rarely,261.96,6,3,other,1008,4,M,32.74,2,1,research scientist,3,married,2115.83,5501.17,1,No,13,not rated,3,Part Time,1,4.0,0,3.0,4,2,2,1996,25390.0,Yes,research & development
1008,36,No,travel_frequently,245.14,4,4,other,1009,4,M,30.64,2,1,laboratory technician,4,married,1980.0,5148.0,1,,13,3.0,2,Part Time,1,2.0,2,4.0,2,2,2,1988,23760.0,Yes,research & development
1009,57,No,non-travel,1973.98,4,4,other,1010,4,F,246.75,3,5,manager,1,divorced,15943.72,41453.67,4,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,4,2,1967,191324.62,Yes,general
1010,46,No,non-travel,290.04,7,3,medical,1011,1,F,36.26,3,1,research scientist,3,unknown,2342.59,6090.75,4,Yes,19,3.0,3,Part Time,1,,2,,3,0,2,1978,28111.13,Yes,research & development
1011,21,No,travel_rarely,290.04,3,3,other,1012,1,M,36.26,2,1,laboratory technician,3,single,2342.59,6090.75,1,,12,3.0,1,Part Time,0,2.0,2,2.0,2,1,2,2003,28111.13,Yes,research & development
1012,51,No,travel_frequently,1582.77,2,3,other,1013,4,F,197.85,3,4,manager,1,unknown,12783.92,33238.2,2,No,22,4.0,3,Full Time,1,,3,,2,2,2,1973,153407.07,Yes,general
1013,47,No,non-travel,1968.67,15,2,life sciences,1014,4,M,246.08,3,5,research director,2,unknown,15900.83,41342.17,5,,11,3.0,1,Full Time,1,25.0,2,3.0,4,0,3,1977,190810.0,Yes,research & development
1014,33,No,non-travel,283.01,13,3,other,1015,3,F,35.38,2,1,laboratory technician,2,married,2285.83,5943.17,1,No,20,4.0,3,Part Time,1,2.0,2,3.0,2,2,2,1991,27430.0,Yes,research & development
1015,36,No,non-travel,1032.49,8,2,other,1016,3,F,129.06,2,3,sales executive,4,married,8339.32,21682.23,4,,11,3.0,2,Part Time,1,16.0,6,2.0,13,4,12,1988,100071.84,No,sales
1016,30,No,non-travel,387.94,1,3,life sciences,1017,1,F,48.49,3,1,research scientist,4,divorced,3133.33,8146.67,1,No,15,3.0,1,Full Time,3,3.0,5,,3,1,2,1994,37600.0,Yes,research & development
1017,22,Yes,travel_frequently,290.04,10,2,other,1018,1,F,36.26,2,1,laboratory technician,3,unknown,2342.59,6090.75,1,,20,4.0,3,Full Time,0,2.0,2,1.0,2,2,2,2002,28111.08,Yes,research & development
1018,35,No,travel_rarely,468.21,2,3,marketing,1019,3,F,58.53,3,2,sales executive,1,unknown,3781.67,9832.33,0,,12,3.0,4,Part Time,0,4.0,3,3.0,3,0,2,1989,45380.0,Yes,sales
1019,29,No,non-travel,290.04,1,4,medical,1020,4,M,36.26,3,1,laboratory technician,3,single,2342.59,6090.75,0,Yes,11,3.0,3,Part Time,0,,2,2.0,4,0,2,1995,28111.13,No,research & development
1020,36,No,travel_rarely,290.04,6,1,life sciences,1021,3,M,36.26,3,1,research scientist,3,married,2342.59,6090.75,0,Yes,14,not rated,4,Part Time,0,4.0,3,3.0,3,2,2,1988,28111.13,No,research & development
1021,29,No,travel_frequently,398.98,2,3,life sciences,1022,4,M,49.87,2,1,laboratory technician,4,married,3222.5,8378.5,1,,12,3.0,2,Full Time,1,,2,3.0,2,2,2,1995,38670.0,No,research & development
1022,29,No,travel_rarely,214.6,1,3,technical degree,1023,4,M,26.82,3,1,research scientist,1,single,1733.33,4506.67,2,,11,3.0,2,Part Time,0,5.0,2,2.0,3,1,2,1995,20800.0,No,research & development
1023,26,No,non-travel,216.25,1,3,medical,1024,4,F,27.03,3,1,research scientist,2,single,1746.67,4541.33,1,,18,3.0,4,Part Time,0,,3,2.0,2,2,1,1998,20960.0,No,research & development
1024,59,No,non-travel,290.04,23,4,life sciences,1025,1,M,36.26,3,1,research scientist,3,unknown,2342.59,6090.75,1,,12,3.0,4,Part Time,2,,3,3.0,2,2,2,1965,28111.13,Yes,research & development
1025,40,Yes,non-travel,402.79,23,3,medical,1026,3,M,50.35,3,1,research scientist,1,single,3253.33,8458.67,0,,13,3.0,1,Full Time,0,6.0,2,3.0,5,0,3,1984,39040.0,No,research & development
1026,31,No,travel_rarely,477.39,6,3,technical degree,1027,1,F,59.67,2,2,laboratory technician,4,married,3855.83,10025.17,0,No,12,3.0,1,Full Time,1,10.0,6,3.0,9,6,7,1993,46270.0,Yes,research & development
1027,51,No,non-travel,1582.77,46,3,life sciences,1028,4,F,197.85,3,4,research director,1,unknown,12783.92,33238.2,4,,11,3.0,2,Full Time,0,,2,,3,1,2,1973,153407.07,Yes,research & development
1028,42,No,non-travel,556.26,10,2,medical,1029,3,M,69.53,1,2,sales executive,2,single,4492.84,11681.39,1,No,13,3.0,1,Part Time,0,19.0,4,3.0,19,11,9,1982,53914.11,Yes,sales
1029,32,Yes,non-travel,237.51,1,3,other,1030,4,F,29.69,3,1,sales representative,2,unknown,1918.33,4987.67,1,Yes,11,3.0,1,Part Time,0,,2,4.0,3,2,2,1992,23020.0,No,sales
1030,45,Yes,non-travel,290.04,3,3,life sciences,1031,1,M,36.26,3,1,laboratory technician,1,unknown,2342.59,6090.75,4,No,12,not rated,3,Full Time,0,10.0,4,4.0,3,1,2,1979,28111.08,Yes,research & development
1031,41,No,non-travel,290.04,16,2,other,1032,3,M,36.26,3,1,research scientist,3,divorced,2342.59,6090.75,9,No,16,3.0,2,Full Time,1,6.0,0,3.0,4,0,0,1983,28111.08,Yes,research & development
1032,26,No,travel_rarely,290.04,19,1,medical,1033,4,M,36.26,3,1,laboratory technician,4,married,2342.59,6090.75,3,,11,3.0,3,Part Time,3,,6,2.0,3,1,2,1998,28111.13,No,research & development
1033,41,No,travel_rarely,290.04,1,4,life sciences,1034,2,M,36.26,3,1,laboratory technician,2,unknown,2342.59,6090.75,3,No,22,4.0,3,Part Time,1,7.0,3,3.0,4,0,3,1983,28111.13,Yes,research & development
1034,52,No,travel_rarely,1582.77,11,2,technical degree,1035,4,F,197.85,2,4,manufacturing director,2,unknown,12783.92,33238.2,3,No,16,3.0,2,Full Time,0,,1,2.0,5,0,3,1972,153407.07,Yes,research & development
1035,28,No,travel_frequently,523.2,2,1,life sciences,1036,4,M,65.4,1,2,sales executive,4,single,4225.83,10987.17,3,No,20,4.0,2,Part Time,0,,3,3.0,6,0,0,1996,50710.0,No,sales
1036,36,Yes,non-travel,556.26,18,4,marketing,1037,4,F,69.53,3,2,sales executive,3,married,4492.84,11681.39,0,,18,3.0,3,Part Time,1,5.0,0,2.0,4,3,2,1988,53914.11,Yes,sales
1037,39,No,non-travel,290.04,7,3,other,1038,4,M,36.26,4,1,research scientist,3,divorced,2342.59,6090.75,1,No,11,3.0,4,Part Time,3,4.0,2,3.0,4,0,3,1985,28111.13,Yes,research & development
1038,32,Yes,non-travel,556.26,22,4,other,1039,4,M,69.53,3,2,manufacturing director,3,married,4492.84,11681.39,1,,15,3.0,4,Part Time,2,10.0,3,2.0,10,6,7,1992,53914.11,Yes,research & development
1039,52,No,non-travel,1093.24,2,3,other,1040,2,M,136.66,3,3,sales executive,2,unknown,8830.0,22958.0,2,,11,3.0,2,Full Time,0,14.0,5,3.0,4,3,2,1972,105960.0,Yes,sales
1040,42,No,non-travel,564.06,22,3,other,1041,4,F,70.51,3,2,research scientist,4,unknown,4555.83,11845.17,3,,14,3.0,1,Full Time,2,12.0,4,2.0,6,3,3,1982,54670.0,No,research & development
1041,33,No,non-travel,556.26,2,1,marketing,1042,3,M,69.53,3,2,sales executive,2,married,4492.84,11681.39,0,Yes,13,3.0,1,Part Time,3,4.0,3,2.0,3,1,2,1991,53914.11,Yes,sales
1042,26,No,travel_rarely,556.26,18,1,life sciences,1043,1,M,69.53,4,2,sales executive,3,married,4492.84,11681.39,2,No,11,3.0,2,Full Time,0,6.0,3,2.0,3,1,2,1998,53914.08,No,sales
1043,28,No,non-travel,595.21,10,3,marketing,1044,4,F,74.4,2,2,sales executive,4,married,4807.5,12499.5,1,Yes,11,3.0,4,Full Time,0,,3,3.0,6,4,4,1996,57690.0,Yes,sales
1044,28,Yes,travel_rarely,247.0,22,4,life sciences,1045,4,F,30.88,3,1,research scientist,3,single,1995.0,5187.0,1,Yes,13,not rated,4,Part Time,0,8.0,2,3.0,8,7,7,1996,23940.0,Yes,research & development
1045,38,No,non-travel,374.42,11,3,medical,1046,1,F,46.8,3,1,laboratory technician,3,single,3024.17,7862.83,4,No,18,3.0,1,Full Time,0,8.0,6,3.0,3,0,2,1986,36290.0,Yes,research & development
1046,36,No,travel_frequently,965.92,18,2,life sciences,1047,3,M,120.74,3,3,manufacturing director,4,unknown,7801.67,20284.33,2,No,11,3.0,3,Part Time,0,10.0,2,3.0,2,2,2,1988,93620.0,Yes,research & development
1047,26,No,non-travel,333.15,1,3,other,1048,1,M,41.64,3,1,laboratory technician,4,unknown,2690.83,6996.17,4,No,11,3.0,2,Full Time,1,7.0,2,2.0,3,0,2,1998,32290.0,Yes,research & development
1048,31,No,non-travel,556.26,7,4,marketing,1049,4,F,69.53,3,2,sales executive,1,divorced,4492.84,11681.39,7,No,14,3.0,2,Part Time,2,,3,3.0,3,0,2,1993,53914.11,Yes,sales
1049,32,No,non-travel,1694.33,8,5,life sciences,1050,1,F,211.79,3,4,research director,2,unknown,13685.0,35581.0,3,No,11,3.0,3,Full Time,0,,3,4.0,3,1,0,1992,164220.0,Yes,research & development
1050,37,No,non-travel,582.63,16,4,marketing,1051,3,F,72.83,2,2,sales executive,1,unknown,4705.83,12235.17,4,No,13,3.0,1,Full Time,2,11.0,3,2.0,3,0,2,1987,56469.96,No,sales
1051,26,Yes,travel_rarely,453.97,9,2,other,1052,1,M,56.75,2,1,sales representative,1,unknown,3666.67,9533.33,3,No,12,3.0,1,Full Time,0,6.0,2,3.0,3,2,2,1998,44000.0,Yes,sales
1052,57,No,non-travel,213.16,1,2,life sciences,1053,1,F,26.64,3,1,research scientist,1,unknown,1721.67,4476.33,2,,22,4.0,4,Part Time,1,5.0,3,4.0,3,1,0,1967,20660.0,Yes,research & development
1053,42,No,non-travel,290.04,5,5,medical,1054,2,M,36.26,4,1,research scientist,3,unknown,2342.59,6090.75,2,,12,3.0,1,Part Time,0,7.0,5,,4,0,3,1982,28111.13,Yes,research & development
1054,32,No,travel_rarely,290.04,8,2,other,1055,4,F,36.26,4,1,human resources,2,unknown,2342.59,6090.75,9,No,18,not rated,4,Part Time,0,8.0,3,3.0,3,0,2,1992,28111.13,Yes,human resources
1055,32,Yes,travel_frequently,290.04,2,3,life sciences,1056,2,M,36.26,3,1,laboratory technician,4,unknown,2342.59,6090.75,6,,13,3.0,3,Part Time,1,7.0,2,1.0,2,2,2,1992,28111.13,Yes,research & development
1056,49,No,non-travel,566.02,7,3,marketing,1057,3,M,70.75,3,2,sales executive,1,divorced,4571.67,11886.33,4,No,11,3.0,1,Full Time,3,,3,3.0,2,2,2,1975,54860.04,No,sales
1057,35,Yes,non-travel,290.04,9,4,other,1058,1,F,36.26,3,1,human resources,3,married,2342.59,6090.75,1,No,15,3.0,4,Full Time,0,2.0,0,3.0,2,2,2,1989,28111.08,No,human resources
1058,45,No,non-travel,326.24,5,3,life sciences,1059,3,M,40.78,2,1,laboratory technician,3,single,2635.0,6851.0,3,,14,3.0,4,Full Time,0,7.0,5,3.0,5,0,3,1979,31620.0,No,research & development
1059,50,No,travel_rarely,686.21,5,4,other,1060,1,M,85.78,3,2,healthcare representative,3,married,5542.5,14410.5,2,No,14,not rated,2,Full Time,1,20.0,0,2.0,3,1,2,1974,66510.0,Yes,research & development
1060,45,No,non-travel,352.86,20,3,life sciences,1061,4,M,44.11,3,1,research scientist,2,unknown,2850.0,7410.0,1,,13,3.0,3,Full Time,0,6.0,3,2.0,5,1,3,1979,34200.0,No,research & development
1061,29,Yes,non-travel,300.13,1,3,other,1062,1,M,37.52,3,1,sales representative,3,married,2424.17,6302.83,3,,15,3.0,4,Full Time,1,5.0,3,4.0,3,1,2,1995,29090.0,No,sales
1062,45,No,travel_frequently,1032.49,2,1,other,1063,2,M,129.06,3,3,manufacturing director,3,single,8339.32,21682.23,5,,18,not rated,2,Full Time,0,16.0,2,2.0,2,2,2,1979,100071.84,Yes,research & development
1063,56,No,travel_rarely,556.26,4,4,life sciences,1064,4,M,69.53,3,2,healthcare representative,3,married,4492.84,11681.39,0,,16,3.0,2,Part Time,0,4.0,2,3.0,3,1,2,1968,53914.11,Yes,research & development
1064,29,No,travel_frequently,505.35,7,3,life sciences,1065,3,M,63.17,3,2,sales executive,1,single,4081.67,10612.33,0,,14,3.0,4,Part Time,0,5.0,5,3.0,4,1,3,1995,48980.0,Yes,sales
1065,50,No,travel_rarely,556.26,45,2,medical,1066,4,F,69.53,2,2,laboratory technician,1,unknown,4492.84,11681.39,4,,25,4.0,1,Part Time,1,10.0,3,3.0,3,1,2,1974,53914.11,Yes,research & development
1066,30,No,travel_frequently,328.1,2,1,life sciences,1067,4,F,41.01,3,1,laboratory technician,2,unknown,2650.0,6890.0,0,No,13,3.0,3,Full Time,3,,3,3.0,3,0,2,1994,31800.0,No,research & development
1067,33,No,non-travel,1160.1,10,3,other,1068,3,M,145.01,3,3,manager,4,unknown,9370.0,24362.0,2,,25,not rated,2,Full Time,0,10.0,5,4.0,5,0,0,1991,112440.0,Yes,general
1068,32,Yes,travel_frequently,290.04,3,3,life sciences,1069,4,F,36.26,3,1,research scientist,3,unknown,2342.59,6090.75,1,No,12,3.0,1,Part Time,0,7.0,2,,7,7,7,1992,28111.13,Yes,research & development
1069,41,No,non-travel,419.82,43,2,life sciences,1070,4,M,52.48,3,2,healthcare representative,4,divorced,3390.83,8816.17,3,,18,3.0,3,Full Time,0,8.0,2,3.0,2,2,2,1983,40689.96,No,research & development
1070,37,No,travel_rarely,290.04,2,4,life sciences,1071,3,M,36.26,3,1,sales representative,4,unknown,2342.59,6090.75,3,Yes,21,4.0,4,Part Time,0,7.0,3,2.0,3,1,2,1987,28111.13,No,sales
1071,34,No,non-travel,659.49,8,4,life sciences,1072,1,M,82.44,3,2,sales executive,1,unknown,5326.67,13849.33,2,No,13,3.0,4,Full Time,1,,6,1.0,2,2,2,1990,63920.0,No,sales
1072,31,No,non-travel,1032.49,14,4,other,1073,1,M,129.06,3,3,sales executive,2,unknown,8339.32,21682.23,3,,12,3.0,2,Full Time,1,9.0,3,3.0,4,1,3,1993,100071.84,Yes,sales
1073,39,Yes,travel_rarely,500.91,2,3,medical,1074,3,M,62.61,3,2,manufacturing director,2,married,4045.83,10519.17,4,,11,3.0,1,Full Time,2,,2,3.0,5,1,4,1985,48549.96,No,research & development
1074,49,No,travel_rarely,290.04,15,4,other,1075,3,F,36.26,3,1,research scientist,1,married,2342.59,6090.75,8,,12,3.0,4,Part Time,1,,3,2.0,8,7,6,1975,28111.13,Yes,research & development
1075,35,No,non-travel,556.26,1,4,other,1076,2,M,69.53,3,2,research scientist,4,unknown,4492.84,11681.39,9,No,17,3.0,2,Part Time,1,,3,2.0,2,2,1,1989,53914.11,Yes,research & development
1076,39,No,travel_rarely,556.26,16,3,life sciences,1077,2,F,69.53,3,2,sales executive,2,single,4492.84,11681.39,2,No,12,3.0,2,Part Time,0,8.0,5,4.0,3,1,2,1985,53914.11,No,sales
1077,36,No,travel_rarely,556.26,10,4,other,1078,1,F,69.53,3,2,healthcare representative,3,single,4492.84,11681.39,3,Yes,16,3.0,3,Part Time,0,,4,3.0,5,0,4,1988,53914.11,Yes,research & development
1078,24,No,non-travel,290.04,10,3,other,1079,4,M,36.26,4,1,research scientist,3,married,2342.59,6090.75,2,No,16,3.0,4,Full Time,1,4.0,2,3.0,2,2,2,2000,28111.08,Yes,research & development
1079,37,No,non-travel,556.26,6,4,other,1080,1,M,69.53,4,2,laboratory technician,1,unknown,4492.84,11681.39,3,Yes,13,3.0,4,Part Time,1,9.0,3,3.0,3,0,2,1987,53914.11,No,research & development
1080,35,No,travel_frequently,556.26,36,4,other,1081,3,M,69.53,2,2,healthcare representative,3,unknown,4492.84,11681.39,1,No,14,3.0,2,Part Time,1,8.0,3,2.0,8,7,7,1989,53914.11,No,research & development
