,employee_number,attrition,job_level,job_role,department,monthly_income,salary,percent_salary_hike,training_times_last_year,stock_option_level,hourly_rate,daily_rate,monthly_rate,standard_hours,overtime,business_travel,distance_from_home,remote_work,environment_satisfaction,job_involvement,job_satisfaction,performance_rating,relationship_satisfaction,work_life_balance,date_birth,age,gender,marital_status,education,education_field,num_companies_worked,total_working_years,years_at_company,years_since_last_promotion,years_with_curr_manager
886,887,No,1,research scientist,research & development,2342.59,28111.13,16,4,0,36.255,290.04,6090.75,Part Time,No,non-travel,17,No,1,3,4,not rated,4,3.0,1994,31,M,nan,3,other,9,6.0,3,1,2
887,888,No,1,laboratory technician,research & development,2342.59,28111.13,11,2,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,1,Yes,4,3,2,3.0,2,3.0,1996,29,M,nan,2,other,1,5.0,5,0,4
888,889,No,3,healthcare representative,research & development,9137.5,109650.0,24,2,0,141.41375,1131.31,23757.5,Full Time,No,travel_rarely,7,Yes,2,2,3,4.0,3,3.0,1974,51,M,single,3,other,8,,5,0,0
889,890,No,1,research scientist,research & development,2119.17,25430.0,13,3,1,32.79625,262.37,5509.83,Part Time,No,travel_rarely,2,Yes,4,3,3,3.0,2,3.0,1987,38,F,married,3,other,4,,2,2,2
890,891,Yes,2,sales executive,sales,4420.0,53040.0,13,3,0,68.405,547.24,11492.0,Part Time,Yes,non-travel,19,Yes,1,4,4,3.0,2,2.0,1989,36,M,nan,3,marketing,8,,5,0,4
891,892,No,2,sales executive,sales,4492.84,53914.11,12,2,1,69.5325,556.26,11681.39,Part Time,Yes,non-travel,10,Yes,4,3,3,3.0,4,4.0,1999,26,F,divorced,4,marketing,1,,5,0,3
892,893,No,1,laboratory technician,research & development,2342.59,28111.13,16,5,1,36.255,290.04,6090.75,Part Time,No,non-travel,1,Yes,2,3,1,3.0,2,3.0,1981,44,F,nan,4,other,3,8.0,5,1,2
893,894,No,5,research director,research & development,16171.67,194060.0,11,4,1,250.27625,2002.21,42046.33,Full Time,,non-travel,5,No,1,3,1,3.0,3,2.0,1969,56,M,married,2,medical,4,24.0,4,1,2
894,895,No,2,sales executive,sales,5448.33,65380.0,15,3,1,84.32,674.56,14165.67,Full Time,No,non-travel,4,Yes,3,3,3,3.0,1,3.0,1989,36,F,married,4,other,9,,3,1,2
895,896,No,1,laboratory technician,research & development,1881.67,22580.04,20,1,1,29.12125,232.97,4892.33,Full Time,,non-travel,21,Yes,4,3,4,4.0,1,3.0,1980,45,M,nan,3,other,7,,3,1,2
896,897,No,2,healthcare representative,research & development,4492.84,53914.11,14,3,0,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,8,Yes,3,3,3,3.0,4,3.0,1980,45,F,nan,4,other,4,,5,0,2
897,898,No,1,laboratory technician,research & development,1848.33,22180.0,12,3,1,28.605,228.84,4805.67,Part Time,No,travel_rarely,1,No,4,2,1,3.0,3,,1992,33,M,married,2,other,1,4.0,4,3,2
898,899,Yes,1,laboratory technician,research & development,2342.59,28111.13,13,5,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,3,Yes,1,3,1,3.0,3,,1998,27,M,married,3,medical,5,6.0,2,0,2
899,900,No,1,research scientist,research & development,2211.67,26540.0,21,3,2,34.22875,273.83,5750.33,Part Time,No,non-travel,10,Yes,1,3,4,not rated,4,2.0,1978,47,M,married,2,life sciences,3,8.0,2,0,2
900,901,No,4,manager,general,12783.92,153407.07,13,2,0,197.84625,1582.77,33238.2,Full Time,No,travel_rarely,4,No,4,3,4,3.0,4,1.0,1971,54,F,married,2,life sciences,2,31.0,5,1,4
901,902,Yes,1,sales representative,sales,2342.59,28111.13,16,3,1,36.255,290.04,6090.75,Part Time,No,travel_frequently,6,Yes,4,1,3,3.0,4,2.0,1989,36,F,nan,2,other,0,3.0,2,1,0
902,903,No,1,research scientist,research & development,2342.59,28111.13,22,3,2,36.255,290.04,6090.75,Part Time,No,travel_rarely,23,Yes,1,3,4,4.0,2,1.0,1997,28,F,divorced,3,life sciences,1,,3,0,2
903,904,No,3,research director,research & development,9945.83,119350.0,18,2,0,153.92375,1231.39,25859.17,Full Time,No,non-travel,3,Yes,2,2,3,3.0,3,3.0,1994,31,M,nan,4,other,1,,10,0,7
904,905,Yes,1,research scientist,research & development,2121.67,25460.0,16,2,0,32.835,262.68,5516.33,Part Time,No,non-travel,25,No,3,2,2,3.0,2,4.0,1994,31,F,married,5,technical degree,5,6.0,2,1,1
905,906,No,4,research director,research & development,14884.17,178610.0,13,2,0,230.35,1842.8,38698.83,Full Time,No,non-travel,2,No,1,3,3,3.0,3,1.0,1977,48,M,married,3,life sciences,6,,3,0,1
906,907,No,3,sales executive,sales,8339.32,100071.84,19,3,1,129.06125,1032.49,21682.23,Full Time,,non-travel,10,No,3,2,4,3.0,3,3.0,1977,48,F,nan,3,marketing,2,15.0,3,1,2
907,908,No,1,sales representative,sales,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,,travel_rarely,7,Yes,4,3,2,3.0,1,3.0,1993,32,M,single,1,marketing,0,,3,1,2
908,909,Yes,3,human resources,human resources,8339.32,100071.84,15,2,3,129.06125,1032.49,21682.23,Part Time,Yes,travel_frequently,23,No,2,3,1,3.0,3,3.0,1989,36,F,divorced,3,other,9,,3,0,2
909,910,No,1,laboratory technician,research & development,2342.59,28111.13,17,4,1,36.255,290.04,6090.75,Part Time,No,non-travel,5,Yes,2,3,3,3.0,4,,1981,44,M,married,2,other,4,,2,2,0
910,911,Yes,1,laboratory technician,research & development,3245.0,38940.0,16,3,0,50.22,401.76,8437.0,Full Time,No,non-travel,25,Yes,3,2,3,3.0,3,3.0,2001,24,M,single,1,technical degree,5,4.0,2,1,2
911,912,No,2,manufacturing director,research & development,3551.67,42620.0,12,2,2,54.96625,439.73,9234.33,Part Time,No,travel_rarely,19,Yes,4,3,4,3.0,2,4.0,1994,31,M,divorced,3,technical degree,4,8.0,3,1,2
912,913,No,3,healthcare representative,research & development,8772.5,105270.0,11,3,0,135.765,1086.12,22808.5,Full Time,No,travel_frequently,18,Yes,1,3,3,3.0,4,2.0,1977,48,F,married,1,medical,5,,2,1,2
913,914,Yes,2,sales executive,sales,4492.84,53914.11,12,2,0,69.5325,556.26,11681.39,Part Time,,non-travel,11,Yes,4,4,3,3.0,4,3.0,1991,34,M,nan,4,other,8,,4,1,2
914,915,No,1,sales representative,sales,2000.0,24000.0,13,3,2,30.9525,247.62,5200.0,Full Time,No,non-travel,24,No,4,3,4,3.0,3,3.0,1999,26,M,nan,3,medical,0,3.0,2,2,1
915,916,No,2,laboratory technician,research & development,3067.5,36810.0,14,3,0,47.47375,379.79,7975.5,Part Time,No,travel_rarely,25,No,1,2,4,3.0,4,3.0,1988,37,M,single,2,other,4,,3,0,2
916,917,No,2,healthcare representative,research & development,4492.84,53914.11,13,4,2,69.5325,556.26,11681.39,Part Time,No,non-travel,2,Yes,3,3,4,3.0,2,3.0,1981,44,F,married,4,life sciences,1,10.0,10,2,2
917,918,No,4,manager,general,12783.92,153407.07,11,3,1,197.84625,1582.77,33238.2,Full Time,No,travel_rarely,1,Yes,4,2,1,3.0,1,1.0,1975,50,F,married,4,other,7,21.0,3,0,2
918,919,No,2,human resources,human resources,4492.84,53914.11,11,1,0,69.5325,556.26,11681.39,Part Time,No,travel_rarely,1,Yes,1,2,3,not rated,2,4.0,1979,46,F,nan,4,other,4,10.0,2,0,2
919,920,No,1,sales representative,sales,2342.59,28111.13,18,3,2,36.255,290.04,6090.75,Part Time,Yes,non-travel,14,Yes,3,3,3,3.0,4,3.0,1989,36,F,nan,3,other,1,8.0,8,0,6
920,921,No,1,sales representative,sales,2872.5,34470.0,11,2,0,44.455,355.64,7468.5,Full Time,,non-travel,22,Yes,3,3,3,not rated,3,3.0,2002,23,M,nan,1,technical degree,1,,3,1,2
921,922,No,5,manager,general,16260.83,195129.96,12,2,1,251.65625,2013.25,42278.17,Full Time,,travel_rarely,3,Yes,4,3,4,3.0,1,4.0,1979,46,M,nan,4,other,4,26.0,2,0,1
922,923,No,1,research scientist,research & development,2342.59,28111.13,20,3,0,36.255,290.04,6090.75,Part Time,,travel_rarely,6,Yes,1,3,3,4.0,4,3.0,2001,24,M,married,1,medical,0,,2,2,2
923,924,No,1,laboratory technician,research & development,2215.83,26589.96,13,2,1,34.2925,274.34,5761.17,Full Time,Yes,travel_rarely,6,No,3,3,4,not rated,3,3.0,1997,28,F,nan,3,other,1,,3,0,2
924,925,No,2,manufacturing director,research & development,7372.5,88470.0,11,2,1,114.09875,912.79,19168.5,Full Time,Yes,non-travel,9,Yes,2,2,2,3.0,3,3.0,1987,38,M,nan,2,medical,2,13.0,3,0,2
925,926,No,1,research scientist,research & development,1704.17,20450.0,13,0,0,26.37375,210.99,4430.83,Part Time,,non-travel,3,Yes,1,2,4,3.0,4,3.0,1996,29,M,single,4,medical,0,5.0,4,1,1
926,927,No,1,research scientist,research & development,2342.59,28111.13,16,3,1,36.255,290.04,6090.75,Part Time,,travel_rarely,4,No,1,4,1,3.0,1,4.0,2000,25,M,nan,3,other,2,5.0,3,0,2
927,928,No,2,sales executive,sales,4042.5,48510.0,22,4,1,62.5625,500.5,10510.5,Part Time,No,non-travel,8,No,4,4,2,4.0,3,3.0,1998,27,M,nan,3,life sciences,0,4.0,3,1,2
928,929,No,2,sales executive,sales,6766.67,81200.0,12,3,0,104.7225,837.78,17593.33,Full Time,,non-travel,14,Yes,1,4,2,3.0,4,3.0,1975,50,M,unknown,1,other,3,,2,2,2
929,930,Yes,2,sales executive,sales,3814.17,45770.0,14,3,0,59.02875,472.23,9916.83,Part Time,No,travel_rarely,3,Yes,1,3,3,3.0,1,3.0,1999,26,F,single,2,life sciences,9,,2,2,0
930,931,No,2,sales executive,sales,4504.17,54050.0,14,1,0,69.7075,557.66,11710.83,Full Time,No,travel_rarely,16,No,1,3,1,3.0,4,3.0,1963,62,M,single,4,other,8,10.0,2,2,2
931,932,No,1,sales representative,sales,2342.59,28111.13,15,2,1,36.255,290.04,6090.75,Part Time,No,non-travel,8,Yes,4,3,2,3.0,4,3.0,1973,52,M,married,4,marketing,7,4.0,2,2,2
932,933,No,1,laboratory technician,research & development,3090.0,37080.0,14,5,0,47.82125,382.57,8034.0,Full Time,,non-travel,24,No,1,1,3,3.0,3,3.0,1979,46,M,single,3,other,2,9.0,5,1,4
933,934,No,4,sales executive,sales,11475.0,137700.0,12,2,2,177.58875,1420.71,29835.0,Full Time,Yes,travel_frequently,3,Yes,4,3,3,3.0,4,2.0,1976,49,F,divorced,3,other,9,28.0,22,11,13
934,935,Yes,1,research scientist,research & development,2342.59,28111.13,12,2,0,36.255,290.04,6090.75,Part Time,,non-travel,19,Yes,3,4,3,3.0,4,3.0,1981,44,M,divorced,3,other,6,,2,2,2
935,936,No,2,sales executive,sales,4492.84,53914.11,18,5,1,69.5325,556.26,11681.39,Part Time,,travel_frequently,15,Yes,4,2,4,not rated,3,3.0,1980,45,M,married,3,life sciences,3,7.0,2,2,2
936,937,No,1,research scientist,research & development,2342.59,28111.13,20,2,0,36.255,290.04,6090.75,Part Time,,non-travel,2,No,4,2,4,4.0,4,2.0,1983,42,F,single,1,other,0,5.0,4,2,3
937,938,No,1,sales representative,sales,1914.17,22970.04,14,2,2,29.62375,236.99,4976.83,Full Time,No,non-travel,10,No,4,3,2,3.0,4,3.0,1994,31,M,nan,3,other,1,,2,2,2
938,939,No,2,laboratory technician,research & development,2041.67,24500.0,17,4,0,31.5975,252.78,5308.33,Part Time,,non-travel,6,No,4,3,4,3.0,4,3.0,1970,55,M,single,3,other,2,19.0,2,2,2
939,940,No,1,research scientist,research & development,2342.59,28111.13,18,3,0,36.255,290.04,6090.75,Part Time,,travel_rarely,12,No,1,4,3,3.0,4,3.0,2000,25,M,single,1,medical,1,,2,0,2
940,941,Yes,5,manager,general,15943.72,191324.63999999998,13,2,1,246.7475,1973.98,41453.67,Full Time,Yes,non-travel,2,No,4,3,1,3.0,4,3.0,1968,57,M,nan,3,medical,5,24.0,5,1,4
941,942,No,1,laboratory technician,research & development,2342.59,28111.13,14,2,1,36.255,290.04,6090.75,Part Time,No,travel_frequently,1,Yes,1,1,4,3.0,1,3.0,1997,28,F,nan,2,life sciences,3,,2,2,0
942,943,No,1,research scientist,research & development,2342.59,28111.08,16,2,0,36.255,290.04,6090.75,Full Time,No,travel_rarely,1,No,2,4,4,3.0,3,3.0,1989,36,F,single,4,other,2,,4,1,3
943,944,No,2,sales executive,sales,3618.33,43420.0,19,3,1,55.9975,447.98,9407.67,Part Time,,non-travel,8,Yes,3,3,4,3.0,2,3.0,1996,29,M,married,1,marketing,0,5.0,4,1,1
944,945,No,1,sales representative,sales,2143.33,25719.96,16,1,1,33.17125,265.37,5572.67,Full Time,No,travel_rarely,8,Yes,1,3,4,3.0,2,2.0,1988,37,F,nan,4,other,1,3.0,3,0,2
945,946,No,1,laboratory technician,research & development,2342.59,28111.13,21,2,2,36.255,290.04,6090.75,Part Time,No,travel_rarely,18,Yes,4,1,3,not rated,3,3.0,1993,32,M,married,3,other,3,7.0,2,0,2
946,947,No,2,sales executive,sales,5416.67,65000.04,17,1,1,83.82875,670.63,14083.33,Full Time,No,non-travel,8,Yes,3,3,1,3.0,2,3.0,1989,36,F,nan,2,other,5,,3,1,2
947,948,No,2,laboratory technician,research & development,2624.17,31490.0,20,3,1,40.6125,324.9,6822.83,Part Time,,travel_rarely,25,Yes,2,3,3,4.0,2,3.0,1971,54,F,nan,4,life sciences,8,9.0,5,1,4
948,949,Yes,2,sales executive,sales,4436.67,53240.0,15,3,0,68.6625,549.3,11535.33,Part Time,,travel_rarely,16,No,1,3,1,3.0,3,3.0,1990,35,F,single,3,marketing,5,,3,0,2
949,950,No,1,research scientist,research & development,2342.59,28111.13,13,0,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,20,No,2,4,3,3.0,3,3.0,1988,37,F,single,4,other,3,7.0,2,2,2
950,951,Yes,1,research scientist,research & development,3651.67,43820.0,17,3,0,56.51375,452.11,9494.33,Full Time,No,non-travel,2,Yes,3,3,3,3.0,4,2.0,1995,30,M,single,4,other,6,5.0,2,2,1
951,952,No,1,human resources,human resources,2342.59,28111.13,13,2,1,36.255,290.04,6090.75,Part Time,,travel_rarely,13,Yes,3,3,2,3.0,2,3.0,1987,38,M,married,3,human resources,4,,5,0,4
952,953,No,1,research scientist,research & development,2127.5,25530.0,16,3,0,32.925,263.4,5531.5,Part Time,No,travel_frequently,16,Yes,3,2,4,3.0,3,3.0,1989,36,F,single,4,other,1,6.0,5,1,3
953,954,No,1,human resources,human resources,2342.59,28111.08,19,1,1,36.255,290.04,6090.75,Full Time,,non-travel,3,No,3,3,4,3.0,3,1.0,1989,36,M,nan,2,other,0,4.0,3,0,2
954,955,No,2,healthcare representative,research & development,4944.17,59330.0,12,2,0,76.51625,612.13,12854.83,Full Time,,travel_rarely,4,Yes,4,3,2,3.0,4,2.0,1979,46,M,single,3,other,9,10.0,5,2,3
955,956,No,2,sales executive,sales,3669.17,44030.0,11,3,1,56.785,454.28,9539.83,Part Time,,non-travel,13,Yes,2,3,4,3.0,3,2.0,1991,34,M,divorced,4,life sciences,2,8.0,5,0,3
956,957,No,3,sales executive,sales,9111.67,109340.0,18,3,1,141.01375,1128.11,23690.33,Full Time,Yes,non-travel,7,No,1,2,4,3.0,4,3.0,1970,55,F,married,2,other,7,35.0,5,0,4
957,958,No,2,manufacturing director,research & development,4492.84,53914.11,22,2,2,69.5325,556.26,11681.39,Part Time,,non-travel,1,No,4,2,4,4.0,1,1.0,2001,24,M,nan,2,life sciences,6,4.0,2,2,2
958,959,No,1,laboratory technician,research & development,2342.59,28111.13,24,2,1,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,8,No,1,4,4,4.0,3,2.0,1979,46,M,nan,4,life sciences,2,10.0,3,0,2
959,960,Yes,1,research scientist,research & development,1685.0,20220.0,19,3,1,26.0775,208.62,4381.0,Part Time,,travel_frequently,25,Yes,4,3,2,3.0,1,2.0,1988,37,F,divorced,4,life sciences,1,10.0,10,7,8
960,961,No,2,sales executive,sales,3546.67,42560.0,12,1,0,54.88875,439.11,9221.33,Part Time,No,non-travel,4,No,3,2,1,3.0,1,4.0,1998,27,M,nan,1,other,1,5.0,5,0,3
961,962,No,1,research scientist,research & development,2983.33,35799.96,16,2,1,46.17125,369.37,7756.67,Full Time,No,travel_rarely,1,No,3,3,1,3.0,2,3.0,1974,51,F,nan,3,technical degree,2,7.0,4,0,2
962,963,No,1,laboratory technician,research & development,2342.59,28111.13,17,2,0,36.255,290.04,6090.75,Part Time,,non-travel,19,No,1,2,4,3.0,4,2.0,1999,26,M,nan,1,life sciences,0,,5,3,4
963,964,No,1,sales representative,sales,2415.83,28990.0,19,3,1,37.3875,299.1,6281.17,Full Time,,travel_rarely,9,Yes,2,2,2,3.0,4,3.0,1985,40,M,nan,3,marketing,0,3.0,2,1,2
964,965,Yes,1,sales representative,sales,2342.59,28111.13,19,3,3,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,1,No,2,2,3,3.0,3,3.0,1994,31,F,nan,3,medical,6,5.0,3,0,2
965,966,No,2,healthcare representative,research & development,4635.0,55620.0,13,2,1,71.7325,573.86,12051.0,Full Time,,travel_frequently,1,Yes,4,3,4,3.0,2,2.0,1980,45,F,married,3,life sciences,4,12.0,5,2,2
966,967,No,2,sales executive,sales,4492.84,53914.11,14,3,0,69.5325,556.26,11681.39,Part Time,,travel_rarely,5,No,1,3,4,3.0,2,3.0,1995,30,M,single,4,medical,1,4.0,4,0,2
967,968,Yes,1,sales representative,sales,2342.59,28111.13,13,3,0,36.255,290.04,6090.75,Part Time,,travel_rarely,2,Yes,3,2,3,3.0,4,2.0,2003,22,F,single,3,other,1,2.0,2,0,2
968,969,No,1,sales representative,sales,2342.59,28111.08,18,3,0,36.255,290.04,6090.75,Full Time,Yes,non-travel,2,Yes,4,2,4,3.0,1,2.0,1976,49,F,single,4,life sciences,1,3.0,3,1,2
969,970,Yes,2,manufacturing director,research & development,4492.84,53914.11,19,3,1,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,3,Yes,2,3,3,3.0,1,4.0,2001,24,F,married,1,life sciences,0,4.0,3,0,2
970,971,No,1,research scientist,research & development,1980.83,23770.0,18,2,1,30.65625,245.25,5150.17,Part Time,No,non-travel,9,Yes,3,3,3,3.0,2,3.0,1995,30,F,divorced,3,medical,5,6.0,2,2,2
971,972,Yes,1,laboratory technician,research & development,2003.33,24040.0,21,2,0,31.00375,248.03,5208.67,Part Time,,non-travel,6,Yes,4,3,1,4.0,4,1.0,1984,41,M,married,3,medical,7,,2,2,2
972,973,No,1,research scientist,research & development,2332.5,27990.0,11,1,0,36.09875,288.79,6064.5,Part Time,,travel_rarely,1,No,3,2,1,3.0,2,3.0,1990,35,M,single,4,other,3,,3,0,2
973,974,No,1,research scientist,research & development,2342.59,28111.13,18,6,0,36.255,290.04,6090.75,Part Time,,travel_rarely,7,Yes,2,3,4,3.0,3,3.0,1987,38,M,single,4,other,2,8.0,6,0,1
974,975,No,2,sales executive,sales,4492.84,53914.08,16,3,0,69.5325,556.26,11681.39,Full Time,,travel_rarely,48,Yes,3,3,3,3.0,2,3.0,1988,37,F,nan,3,other,1,5.0,5,1,0
975,976,Yes,1,research scientist,research & development,2342.59,28111.13,22,0,0,36.255,290.04,6090.75,Part Time,Yes,non-travel,9,No,3,2,1,4.0,1,3.0,1992,33,M,single,2,medical,0,4.0,3,1,2
976,977,No,1,research scientist,research & development,2876.67,34520.0,18,4,0,44.52,356.16,7479.33,Full Time,,travel_rarely,13,No,2,3,4,3.0,1,3.0,1990,35,F,single,1,life sciences,3,5.0,3,0,2
977,978,No,1,laboratory technician,research & development,2342.5,28110.0,14,2,1,36.2525,290.02,6090.5,Part Time,No,non-travel,24,No,2,3,2,3.0,2,3.0,1996,29,F,unknown,4,other,9,4.0,2,2,2
978,979,Yes,1,research scientist,research & development,2342.59,28111.13,11,2,0,36.255,290.04,6090.75,Part Time,,travel_rarely,22,Yes,1,3,3,3.0,2,,1993,32,F,married,3,other,4,,5,0,1
979,980,No,2,manufacturing director,research & development,3647.5,43770.0,15,6,2,56.45,451.6,9483.5,Part Time,No,non-travel,17,No,4,2,3,3.0,2,3.0,1999,26,F,divorced,1,medical,1,5.0,4,3,2
980,981,Yes,1,laboratory technician,research & development,2342.59,28111.13,24,2,1,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,14,No,3,2,2,4.0,4,1.0,1988,37,M,divorced,4,other,1,5.0,4,0,2
981,982,Yes,1,laboratory technician,research & development,2342.59,28111.13,17,3,0,36.255,290.04,6090.75,Part Time,,non-travel,5,Yes,2,3,2,3.0,1,3.0,1993,32,F,nan,3,other,0,4.0,3,1,2
982,983,No,2,healthcare representative,research & development,3533.33,42399.96,13,0,0,54.6825,437.46,9186.67,Full Time,No,travel_rarely,6,Yes,1,2,3,3.0,4,3.0,1975,50,M,nan,3,other,2,19.0,2,2,2
983,984,No,2,manufacturing director,research & development,4492.84,53914.08,14,6,0,69.5325,556.26,11681.39,Full Time,,travel_rarely,7,No,4,3,3,3.0,2,3.0,1982,43,F,nan,2,medical,6,8.0,2,2,1
984,985,No,2,manufacturing director,research & development,3522.5,42270.0,18,2,1,54.515,436.12,9158.5,Part Time,,non-travel,2,Yes,1,3,4,3.0,2,,1996,29,F,nan,4,other,0,,3,2,2
985,986,No,1,laboratory technician,research & development,3264.17,39170.0,20,4,1,50.51625,404.13,8486.83,Full Time,No,travel_rarely,10,No,2,3,4,4.0,1,2.0,1988,37,M,nan,3,other,1,3.0,3,1,2
986,987,Yes,2,sales executive,sales,4140.83,49690.0,18,6,0,64.08375,512.67,10766.17,Part Time,No,non-travel,29,Yes,2,1,1,3.0,4,3.0,1997,28,M,single,2,medical,8,,2,2,2
987,988,No,1,sales representative,sales,2342.59,28111.13,19,2,0,36.255,290.04,6090.75,Part Time,,non-travel,8,No,2,2,4,3.0,4,2.0,1990,35,F,nan,1,life sciences,0,,2,2,2
988,989,Yes,1,research scientist,research & development,1701.67,20420.0,14,2,1,26.335,210.68,4424.33,Part Time,,non-travel,2,Yes,1,3,1,3.0,2,3.0,1997,28,M,married,3,life sciences,6,6.0,3,1,2
989,990,No,1,research scientist,research & development,2350.83,28209.96,16,2,1,36.3825,291.06,6112.17,Full Time,No,travel_frequently,3,No,3,3,3,3.0,1,3.0,1985,40,M,nan,4,other,3,8.0,2,2,2
990,991,No,5,research director,research & development,15943.72,191324.62,17,0,2,246.7475,1973.98,41453.67,Full Time,No,non-travel,47,Yes,4,3,4,3.0,4,3.0,1977,48,M,nan,4,medical,9,23.0,2,2,2
991,992,Yes,1,sales representative,sales,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,Yes,non-travel,9,Yes,4,3,4,3.0,2,3.0,2003,22,F,single,3,marketing,1,2.0,2,0,2
992,993,No,2,manufacturing director,research & development,8297.5,99570.0,15,1,1,128.41375,1027.31,21573.5,Full Time,,non-travel,20,No,2,3,1,3.0,3,2.0,1993,32,M,unknown,3,other,0,7.0,6,0,2
993,994,No,1,laboratory technician,research & development,2342.59,28111.13,19,4,3,36.255,290.04,6090.75,Part Time,,non-travel,8,No,1,1,3,3.0,4,,1996,29,M,married,5,other,1,3.0,3,1,2
994,995,No,3,manufacturing director,research & development,8339.32,100071.84,18,4,1,129.06125,1032.49,21682.23,Part Time,No,non-travel,2,Yes,4,3,2,3.0,2,3.0,1968,57,M,married,1,other,3,23.0,3,1,2
995,996,No,3,healthcare representative,research & development,8339.32,100071.84,15,2,1,129.06125,1032.49,21682.23,Full Time,No,travel_rarely,5,Yes,4,2,4,3.0,3,3.0,1990,35,M,nan,3,life sciences,4,,3,1,2
996,997,No,1,laboratory technician,research & development,1839.17,22070.0,16,5,1,28.46375,227.71,4781.83,Full Time,No,non-travel,15,Yes,1,3,3,3.0,4,2.0,1995,30,M,nan,2,life sciences,1,4.0,4,2,2
997,998,No,2,healthcare representative,research & development,6463.33,77559.95999999999,17,1,0,100.0275,800.22,16804.67,Full Time,No,non-travel,3,Yes,1,3,4,3.0,3,2.0,1989,36,M,nan,1,life sciences,0,,6,0,4
998,999,Yes,1,research scientist,research & development,2342.59,28111.13,20,0,0,36.255,290.04,6090.75,Part Time,Yes,non-travel,25,No,1,2,2,4.0,2,3.0,1990,35,M,single,3,medical,4,5.0,2,2,2
999,1000,No,2,sales executive,sales,4492.84,53914.11,17,3,1,69.5325,556.26,11681.39,Part Time,No,non-travel,7,No,4,3,2,3.0,3,3.0,1990,35,F,married,3,life sciences,0,4.0,3,0,2
1000,1001,No,1,research scientist,research & development,1725.0,20700.0,11,6,0,26.69625,213.57,4485.0,Part Time,Yes,non-travel,1,Yes,4,2,2,3.0,3,4.0,2002,23,F,single,1,other,1,2.0,2,2,2
1001,1002,No,1,sales representative,sales,2325.83,27910.0,12,4,1,35.995,287.96,6047.17,Full Time,No,travel_frequently,20,Yes,3,4,4,not rated,1,3.0,1992,33,M,married,3,other,0,3.0,2,2,2
1002,1003,No,2,sales executive,sales,4492.84,53914.08,11,3,1,69.5325,556.26,11681.39,Full Time,,non-travel,11,Yes,4,3,4,3.0,4,3.0,1988,37,M,divorced,2,marketing,1,5.0,5,0,2
1003,1004,No,2,manufacturing director,research & development,4492.84,53914.08,11,3,0,69.5325,556.26,11681.39,Full Time,No,non-travel,2,Yes,4,3,3,3.0,4,,1989,36,M,single,2,other,2,,3,0,2
1004,1005,Yes,2,sales executive,sales,6853.33,82240.0,17,3,0,106.06375,848.51,17818.67,Full Time,,non-travel,9,No,1,3,1,3.0,1,3.0,1990,35,F,single,4,other,0,6.0,5,0,3
1005,1006,Yes,1,laboratory technician,research & development,2175.0,26100.0,12,5,1,33.66125,269.29,5655.0,Part Time,No,non-travel,15,Yes,3,3,3,3.0,3,2.0,1992,33,M,nan,3,medical,1,,2,2,2
1006,1007,No,2,healthcare representative,research & development,4775.83,57310.0,13,2,2,73.91125,591.29,12417.17,Full Time,No,travel_rarely,25,Yes,3,2,4,3.0,3,3.0,1986,39,F,nan,2,other,7,9.0,6,1,3
1007,1008,No,1,research scientist,research & development,2115.83,25390.0,13,0,1,32.745,261.96,5501.17,Part Time,No,travel_rarely,6,Yes,4,2,3,not rated,3,3.0,1996,29,M,married,3,other,1,4.0,4,2,2
1008,1009,No,1,laboratory technician,research & development,1980.0,23760.0,13,2,1,30.6425,245.14,5148.0,Part Time,,travel_frequently,4,Yes,4,2,4,3.0,2,4.0,1988,37,M,married,4,other,1,2.0,2,2,2
1009,1010,No,5,manager,general,15943.72,191324.62,13,2,1,246.7475,1973.98,41453.67,Full Time,No,non-travel,4,Yes,4,3,1,3.0,4,3.0,1967,58,F,divorced,4,other,4,28.0,5,4,2
1010,1011,No,1,research scientist,research & development,2342.59,28111.13,19,2,1,36.255,290.04,6090.75,Part Time,Yes,non-travel,7,Yes,1,3,3,3.0,3,,1978,47,F,nan,3,medical,4,,3,0,2
1011,1012,No,1,laboratory technician,research & development,2342.59,28111.13,12,2,0,36.255,290.04,6090.75,Part Time,,travel_rarely,3,Yes,1,2,3,3.0,1,2.0,2003,22,M,single,3,other,1,2.0,2,1,2
1012,1013,No,4,manager,general,12783.92,153407.07,22,3,1,197.84625,1582.77,33238.2,Full Time,No,travel_frequently,2,Yes,4,3,1,4.0,3,,1973,52,F,nan,3,other,2,,2,2,2
1013,1014,No,5,research director,research & development,15900.83,190810.0,11,2,1,246.08375,1968.67,41342.17,Full Time,,non-travel,15,Yes,4,3,2,3.0,1,3.0,1977,48,M,nan,2,life sciences,5,25.0,4,0,3
