,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
809,37,No,,207.79,no data,2,3,marketing,810,4,F,25.97,3,1, sales representative ,4,Married,1678.33,4363.67,1,No,13,3.0,1,Part Time,0,2.0,3,3.0,2,2,2,1988,20140.0,no data,Yes
810,30,Yes,,355.02,no data,5,4,no data,811,3,M,,3,1, laboratory technician ,3,Single,,7455.5,1,Yes,13,,3,,0,2.0,3,2.0,2,2,2,1995,34410.0,no data,Yes
811,28,No,,556.26,no data,-22,3,no data,812,2,F,,2,2, sales executive ,4,Marreid,4492.84,11681.39,7,Yes,19,3.0,3,Part Time,1,5.0,2,2.0,2,0,0,1997,53914.11,no data,No
812,37,No,travel_rarely,290.04,no data,-31,4,no data,813,3,F,36.25,3,1, laboratory technician ,1,,,6090.75,3,Yes,15,,3,Part Time,1,4.0,3,3.0,2,2,2,1988,28111.13,no data,No
813,37,No,,290.04,no data,-31,3,medical,814,2,M,,3,1, research scientist ,1,Married,2342.59,6090.75,4,No,13,3.0,4,,1,5.0,2,2.0,3,1,2,1988,,no data,Yes
814,39,No,travel_rarely,1409.78,no data,-20,4,medical,815,1,M,,3,3, research director ,3,,11386.67,29605.33,4,,13,,1,Full Time,0,,3,4.0,5,0,2,1986,136640.0,no data,Yes
815,48,No,travel_rarely,518.04,no data,-38,2,medical,816,3,M,,3,2, human resources ,2,Divorced,4184.17,10878.83,8,Yes,22,4.0,4,Part Time,1,,2,3.0,4,0,2,1977,50210.0,no data,Yes
816,36,No,travel_rarely,556.26,no data,1,2,medical,817,1,M,69.53,3,2, manufacturing director ,2,Married,4492.84,11681.39,1,No,15,3.0,3,Part Time,0,,2,3.0,5,1,3,1989,53914.11,no data,Yes
817,53,No,travel_rarely,290.04,no data,9,4,no data,818,4,M,,3,1, laboratory technician ,4,,,6090.75,3,,23,4.0,2,Part Time,2,10.0,4,3.0,4,0,3,1972,28111.13,no data,Yes
818,26,No,travel_rarely,556.26, sales ,3,2,other,819,1,F,,3,2, sales executive ,3,Married,4492.84,11681.39,0,No,21,4.0,1,Part Time,1,4.0,2,2.0,3,0,2,1999,53914.11, sales executive  -  sales ,Yes
819,46,No,,556.26,no data,23,3,no data,820,2,M,69.53,3,2, laboratory technician ,2,Married,4492.84,11681.39,4,,12,3.0,3,Part Time,1,,3,4.0,3,1,2,1979,53914.11,no data,Yes
820,39,Yes,travel_rarely,290.04,no data,6,4,human resources,821,3,M,,3,1, human resources ,1,Divorced,2342.59,6090.75,4,,22,4.0,4,,0,,3,3.0,3,0,2,1986,28111.13,no data,Yes
821,61,No,non-travel,1944.22,no data,2,4,human resources,822,3,F,243.03,2,5, manager ,4,,,40828.67,9,No,21,4.0,4,Full Time,1,,3,3.0,3,2,2,1964,188440.0,no data,No
822,27,No,,290.04,no data,7,1,no data,823,4,M,,2,1, research scientist ,4,Married,2342.59,6090.75,1,No,11,3.0,3,Part Time,2,,2,,2,2,1,1998,28111.13,no data,Yes
823,45,No,,488.94,no data,-26,3,medical,824,2,F,,4,1, research scientist ,3,Single,3949.17,10267.83,4,,12,3.0,4,,0,,2,3.0,3,1,2,1980,,no data,Yes
824,52,No,travel_frequently,1032.49,no data,12,3,no data,825,3,F,,3,3, sales executive ,4,Single,8339.32,21682.23,4,No,11,3.0,4,Part Time,0,16.0,3,,2,2,1,1973,100071.84,no data,No
825,33,Yes,travel_rarely,556.26,no data,20,3,no data,826,2,F,,1,2, sales executive ,3,,4492.84,11681.39,3,Yes,11,3.0,3,Part Time,1,4.0,2,3.0,2,2,2,1992,53914.11,no data,Yes
826,38,No,,556.26, research & development ,6,2,medical,827,2,M,,3,2, manufacturing director ,2,Divorced,,11681.39,6,No,20,4.0,4,Part Time,2,7.0,0,3.0,3,0,1,1987,53914.11, manufacturing director  -  research & development ,No
827,53,Yes,travel_frequently,1098.81,no data,-16,4,no data,828,1,M,,1,3, manufacturing director ,4,,,23075.0,2,,15,3.0,4,Full Time,0,18.0,2,3.0,4,0,3,1972,106500.0,no data,No
828,27,No,,556.26, sales ,28,3,life sciences,829,1,M,,2,2, sales executive ,3,,,11681.39,2,,18,3.0,4,Part Time,0,,3,3.0,2,2,2,1998,53914.11, sales executive  -  sales ,No
829,40,No,travel_rarely,445.4,no data,3,5,technical degree,830,4,F,,3,2, research scientist ,3,,3597.5,9353.5,3,Yes,20,4.0,2,,0,19.0,2,,3,2,2,1985,43170.0,no data,No
830,32,No,travel_rarely,290.04, research & development ,5,3,technical degree,831,4,F,,3,1, research scientist ,1,Divorced,2342.59,6090.75,5,No,14,,4,Part Time,1,8.0,3,3.0,3,2,2,1993,28111.13, research scientist  -  research & development ,Yes
831,24,No,,290.04,no data,-36,1,medical,832,3,M,,3,1, research scientist ,4,Marreid,2342.59,6090.75,1,No,24,4.0,1,,2,2.0,6,3.0,2,2,2,2001,,no data,Yes
832,29,No,non-travel,208.83, research & development ,9,3,medical,833,4,M,26.1,3,1, research scientist ,2,,1686.67,4385.33,6,,18,3.0,4,Part Time,1,,1,1.0,2,2,2,1996,20240.0, research scientist  -  research & development ,Yes
833,30,No,,290.04, research & development ,21,3,medical,834,3,M,,3,1, research scientist ,4,Married,2342.59,6090.75,1,No,11,3.0,3,Part Time,1,5.0,2,1.0,5,0,2,1995,28111.13, research scientist  -  research & development ,Yes
834,29,No,,315.51,no data,17,3,no data,835,3,M,,3,1, research scientist ,2,,,6625.67,0,,16,3.0,4,Full Time,1,6.0,3,2.0,5,1,1,1996,30580.0,no data,Yes
835,58,No,travel_rarely,290.04,no data,8,3,life sciences,836,3,F,36.25,3,1, research scientist ,1,Divorced,2342.59,6090.75,4,,18,3.0,3,Part Time,1,,3,,2,2,2,1967,28111.13,no data,Yes
836,40,No,travel_rarely,290.04,no data,9,2,no data,837,3,F,,3,1, laboratory technician ,4,Single,,6090.75,1,,12,,3,Part Time,0,,3,,2,2,1,1985,28111.13,no data,Yes
837,33,No,travel_rarely,405.37,no data,12,1,medical,838,3,F,,3,1, research scientist ,4,,3274.17,8512.83,8,,23,4.0,3,Full Time,1,7.0,0,3.0,4,0,2,1992,39290.0,no data,Yes
838,36,No,travel_rarely,290.04,no data,27,2,medical,839,4,F,,3,1, research scientist ,2,,2342.59,6090.75,2,No,15,3.0,4,,0,9.0,3,3.0,3,1,2,1989,,no data,Yes
839,52,No,,290.04, research & development ,1,3,no data,840,3,M,,2,1, laboratory technician ,3,,2342.59,6090.75,2,,15,3.0,4,Part Time,1,,2,2.0,3,0,2,1973,28111.13, laboratory technician  -  research & development ,No
840,55,No,,556.26,no data,13,2,no data,841,4,F,,4,2, manufacturing director ,1,divorced,4492.84,11681.39,1,No,11,3.0,3,,2,5.0,3,3.0,4,1,3,1970,,no data,No
841,37,No,travel_frequently,456.55,no data,-24,3,medical,842,2,F,,3,2, laboratory technician ,2,Single,3687.5,9587.5,5,,11,3.0,4,Part Time,0,,5,3.0,6,1,2,1988,44250.0,no data,Yes
842,29,No,travel_frequently,556.26,no data,1,1,no data,843,3,M,,2,2, manufacturing director ,1,Married,4492.84,11681.39,5,,19,3.0,3,Part Time,1,,1,3.0,2,2,0,1996,53914.11,no data,No
843,42,No,,556.26,no data,-38,2,no data,844,3,M,69.53,3,2, laboratory technician ,4,Married,4492.84,11681.39,8,,15,3.0,3,Part Time,1,,2,4.0,7,3,7,1983,53914.11,no data,Yes
844,24,No,,240.19,no data,-22,3,life sciences,845,2,M,,4,1, research scientist ,2,,1940.0,5044.0,1,,16,3.0,1,Part Time,1,4.0,2,2.0,4,2,2,2001,23280.0,no data,No
845,42,No,,556.26,no data,-10,5,life sciences,846,4,M,69.53,2,2, healthcare representative ,4,,4492.84,11681.39,9,No,14,3.0,4,Part Time,1,5.0,5,1.0,3,0,2,1983,53914.11,no data,Yes
846,48,No,,1032.49,no data,1,4,no data,847,4,M,,3,3, healthcare representative ,1,,8339.32,21682.23,7,No,16,3.0,3,,1,17.0,3,3.0,4,0,3,1977,,no data,Yes
847,32,Yes,,274.13,no data,3,3,technical degree,848,4,F,,3,1, research scientist ,1,,2214.17,5756.83,5,Yes,11,3.0,3,,0,8.0,5,3.0,5,0,4,1993,,no data,Yes
848,31,Yes,,290.04,no data,1,3,no data,849,3,M,,3,1, research scientist ,3,Single,2342.59,6090.75,0,,14,3.0,4,Part Time,0,,1,2.0,6,1,5,1994,28111.13,no data,No
849,56,No,,612.86,no data,3,3,no data,850,4,F,76.61,3,2, sales executive ,1,Married,,12870.0,2,,14,3.0,4,Full Time,1,16.0,4,3.0,6,0,5,1969,59400.0,no data,No
850,35,No,travel_rarely,270.52, research & development ,4,4,no data,851,3,F,33.82,2,1, research scientist ,2,Married,2185.0,5681.0,6,,21,4.0,4,Part Time,0,,3,3.0,3,1,1,1990,26220.0, research scientist  -  research & development ,Yes
851,54,No,travel_rarely,331.4,no data,2,3,no data,852,3,F,41.42,2,1, laboratory technician ,4,Single,2676.67,6959.33,7,,15,3.0,2,Full Time,0,,3,2.0,2,2,2,1971,32120.0,no data,Yes
852,61,No,travel_rarely,290.04, human resources ,6,2,medical,853,2,M,,3,1, human resources ,3,Married,2342.59,6090.75,8,,17,3.0,4,Part Time,0,,2,2.0,2,2,2,1964,28111.13, human resources  -  human resources ,No
853,34,Yes,,290.04,no data,1,3,no data,854,4,M,,2,1, laboratory technician ,3,Single,2342.59,6090.75,0,,14,3.0,4,,0,4.0,2,1.0,3,1,2,1991,,no data,Yes
854,41,No,,290.04,no data,-24,4,medical,855,2,F,36.25,3,1, laboratory technician ,3,Divorced,2342.59,6090.75,7,No,14,3.0,3,Part Time,3,7.0,1,3.0,3,1,2,1984,28111.13,no data,No
855,34,No,non-travel,556.26,no data,26,4,marketing,856,3,M,69.53,3,2, sales executive ,4,,4492.84,11681.39,0,No,18,3.0,1,Part Time,0,4.0,2,3.0,3,2,2,1991,53914.11,no data,Yes
856,33,No,,1032.49,no data,3,4,medical,857,2,M,,3,3, research director ,3,Divorced,8339.32,21682.23,9,No,12,3.0,1,Part Time,1,,3,3.0,2,2,2,1992,100071.84,no data,Yes
857,35,No,travel_rarely,300.34,no data,5,4,life sciences,858,3,F,,2,1, research scientist ,4,Married,2425.83,6307.17,1,,13,3.0,3,Full Time,1,2.0,2,2.0,2,0,2,1990,29110.0,no data,Yes
858,47,No,,556.26,no data,-23,4,life sciences,859,1,M,,4,2, manufacturing director ,3,,4492.84,11681.39,4,,17,3.0,4,,1,9.0,1,3.0,3,0,2,1978,,no data,Yes
859,44,No,,556.26, research & development ,17,2,no data,860,4,F,69.53,4,2, research scientist ,1,Single,,11681.39,3,Yes,13,3.0,3,Part Time,0,,1,3.0,3,0,2,1981,53914.11, research scientist  -  research & development ,Yes
860,31,No,,715.1,no data,-19,2,marketing,861,4,M,89.39,3,2, sales executive ,4,Divorced,,15017.17,2,No,14,3.0,4,Full Time,1,,2,3.0,3,0,2,1994,69310.0,no data,No
861,27,No,travel_rarely,556.26,no data,1,3,no data,862,1,F,,3,2, manufacturing director ,3,Married,4492.84,11681.39,0,No,12,3.0,4,,2,5.0,3,3.0,4,1,2,1998,53914.11,no data,No
862,34,No,,224.51,no data,2,1,no data,863,4,M,,2,2, laboratory technician ,1,,1813.33,4714.67,4,No,13,3.0,4,Part Time,0,9.0,5,3.0,6,0,4,1991,21760.0,no data,No
863,30,No,travel_rarely,290.04,no data,9,3,no data,864,4,M,,3,1, research scientist ,4,Married,,6090.75,1,No,23,4.0,4,,1,,3,,5,0,4,1995,28111.13,no data,Yes
864,23,No,travel_rarely,333.25,no data,3,2,no data,865,4,M,,2,1, research scientist ,3,Single,,6998.33,1,No,17,3.0,1,Full Time,0,,4,4.0,3,1,0,2002,32300.0,no data,No
865,39,No,non-travel,1032.49,no data,1,4,medical,866,1,F,129.06,3,3, research director ,4,divorced,8339.32,21682.23,2,Yes,18,3.0,1,Part Time,2,,2,3.0,5,0,2,1986,100071.84,no data,No
866,40,No,travel_rarely,556.26,no data,23,4,life sciences,867,4,M,,3,2, healthcare representative ,4,,4492.84,11681.39,9,,14,3.0,2,Part Time,1,,2,3.0,2,1,2,1985,53914.11,no data,No
867,28,Yes,travel_rarely,290.04,no data,16,4,medical,868,1,M,,3,1, laboratory technician ,2,Divorced,2342.59,6090.75,2,Yes,13,3.0,4,Part Time,1,,2,3.0,3,0,2,1997,28111.13,no data,No
868,51,No,,1925.75,no data,10,4,life sciences,869,3,F,240.72,3,5, research director ,1,Single,15554.17,40440.83,9,Yes,11,3.0,4,Full Time,0,,4,3.0,3,1,2,1974,186650.0,no data,Yes
869,33,No,travel_frequently,287.75, sales ,5,3,no data,870,4,F,,3,1, sales representative ,2,Divorced,,6042.83,1,,11,3.0,3,Part Time,1,2.0,5,2.0,2,2,2,1992,27890.0, sales representative  -  sales ,Yes
870,39,No,travel_frequently,290.04,no data,9,3,medical,871,2,M,,3,1, research scientist ,4,Married,2342.59,6090.75,1,,12,3.0,3,Part Time,3,,3,2.0,4,1,2,1986,28111.13,no data,No
871,33,No,travel_rarely,290.04, research & development ,-11,4,no data,872,1,M,,3,1, research scientist ,4,Marreid,2342.59,6090.75,0,,12,3.0,3,Part Time,1,,4,3.0,5,0,3,1992,28111.13, research scientist  -  research & development ,Yes
872,33,No,travel_rarely,661.35,no data,2,3,human resources,873,1,M,82.67,2,2, human resources ,1,,5341.67,13888.33,3,No,12,3.0,4,Full Time,0,,1,3.0,2,1,0,1992,64100.0,no data,No
873,33,No,,290.04, research & development ,2,4,no data,874,3,M,36.25,3,1, research scientist ,4,,2342.59,6090.75,0,,18,3.0,2,Part Time,1,3.0,2,1.0,2,2,2,1992,28111.13, research scientist  -  research & development ,Yes
874,54,Yes,,509.79,no data,-17,4,medical,875,1,M,,2,2, research scientist ,2,,4117.5,10705.5,2,No,15,,1,Part Time,0,11.0,3,2.0,8,7,7,1971,49410.0,no data,No
875,30,Yes,,290.04,no data,2,4,medical,876,1,M,,1,1, research scientist ,4,Married,2342.59,6090.75,5,Yes,13,3.0,4,,0,,4,2.0,3,2,2,1995,,no data,Yes
876,49,No,travel_rarely,1973.98,no data,5,5,no data,877,4,M,246.75,3,5, research director ,3,Married,,41453.67,4,,11,3.0,2,Full Time,1,21.0,2,3.0,3,1,1,1976,191324.62,no data,No
877,31,No,,410.94,no data,9,5,other,878,2,M,,2,1, laboratory technician ,4,,3319.17,8629.83,0,No,17,3.0,3,Full Time,0,4.0,2,,3,2,2,1994,39830.0,no data,Yes
878,39,No,,654.85,no data,5,2,medical,879,4,M,,3,2, manufacturing director ,4,,5289.17,13751.83,7,No,16,3.0,3,,2,8.0,2,2.0,6,0,4,1986,,no data,Yes
879,25,No,,299.62,no data,26,1,no data,880,3,M,,3,1, research scientist ,4,,2420.0,6292.0,1,,12,3.0,3,Full Time,2,,2,2.0,4,0,2,2000,29040.0,no data,No
880,44,No,travel_rarely,278.16, human resources ,2,1,no data,881,3,M,,3,1, human resources ,3,Divorced,2246.67,5841.33,0,Yes,11,3.0,3,,1,4.0,5,3.0,3,1,0,1981,, human resources  -  human resources ,No
881,32,No,,556.26, sales ,25,2,no data,882,4,F,,3,2, sales executive ,3,,4492.84,11681.39,7,,12,3.0,2,,1,4.0,2,4.0,2,2,2,1993,, sales executive  -  sales ,No
882,23,Yes,,224.3,no data,-31,1,no data,883,1,F,28.04,2,1, sales representative ,2,Single,,4710.33,1,,11,3.0,3,Part Time,0,3.0,3,3.0,3,1,2,2002,21740.0,no data,Yes
883,59,No,travel_rarely,696.94,no data,1,4,medical,884,4,M,,3,2, healthcare representative ,3,,5629.17,14635.83,2,No,11,3.0,3,,0,,2,3.0,3,1,2,1966,,no data,Yes
884,23,No,,290.04,no data,9,2,no data,885,1,M,,3,1, sales representative ,4,Single,2342.59,6090.75,1,,24,4.0,3,,0,3.0,3,2.0,3,2,2,2002,28111.13,no data,Yes
885,33,No,travel_rarely,274.13,no data,9,4,life sciences,886,3,M,34.27,2,1, research scientist ,2,,2214.17,5756.83,0,,16,3.0,4,Part Time,0,3.0,5,3.0,2,2,2,1992,26570.0,no data,Yes
886,31,No,,290.04, research & development ,-17,3,no data,887,1,M,36.25,3,1, research scientist ,4,,2342.59,6090.75,9,No,16,,4,Part Time,0,6.0,4,3.0,3,1,2,1994,28111.13, research scientist  -  research & development ,No
887,29,No,travel_rarely,290.04,no data,1,2,no data,888,4,M,,3,1, laboratory technician ,2,,2342.59,6090.75,1,No,11,3.0,2,Part Time,1,5.0,2,3.0,5,0,4,1996,28111.13,no data,Yes
888,51,No,travel_rarely,1131.31,no data,7,3,other,889,2,M,141.41,2,3, healthcare representative ,3,Single,9137.5,23757.5,8,No,24,4.0,3,Full Time,0,,2,3.0,5,0,0,1974,109650.0,no data,Yes
889,38,No,travel_rarely,262.37,no data,2,3,no data,890,4,F,32.8,3,1, research scientist ,3,Married,,5509.83,4,No,13,3.0,2,Part Time,1,,3,3.0,2,2,2,1987,25430.0,no data,Yes
890,36,Yes,non-travel,547.24,no data,19,3,marketing,891,1,M,68.4,4,2, sales executive ,4,,4420.0,11492.0,8,Yes,13,3.0,2,Part Time,0,,3,2.0,5,0,4,1989,53040.0,no data,Yes
891,26,No,,556.26,no data,10,4,marketing,892,4,F,,3,2, sales executive ,3,Divorced,4492.84,11681.39,1,Yes,12,3.0,4,Part Time,1,,2,4.0,5,0,3,1999,53914.11,no data,Yes
892,44,No,,290.04,no data,1,4,no data,893,2,F,,3,1, laboratory technician ,1,,,6090.75,3,No,16,3.0,2,Part Time,1,8.0,5,3.0,5,1,2,1981,28111.13,no data,Yes
893,56,No,,2002.21,no data,5,2,medical,894,1,M,,3,5, research director ,1,Married,16171.67,42046.33,4,,11,3.0,3,Full Time,1,24.0,4,2.0,4,1,2,1969,194060.0,no data,No
894,36,No,,674.56,no data,4,4,no data,895,3,F,84.32,3,2, sales executive ,3,Married,5448.33,14165.67,9,No,15,3.0,1,Full Time,1,,3,3.0,3,1,2,1989,65380.0,no data,Yes
895,45,No,,232.97,no data,21,3,no data,896,4,M,,3,1, laboratory technician ,4,,1881.67,4892.33,7,,20,4.0,1,,1,,1,3.0,3,1,2,1980,,no data,Yes
896,45,No,travel_rarely,556.26,no data,8,4,other,897,3,F,,3,2, healthcare representative ,3,,4492.84,11681.39,4,Yes,14,3.0,4,Part Time,0,,3,3.0,5,0,2,1980,53914.11,no data,Yes
897,33,No,travel_rarely,228.84,no data,1,2,no data,898,4,M,,2,1, laboratory technician ,1,Married,,4805.67,1,No,12,3.0,3,Part Time,1,4.0,3,,4,3,2,1992,22180.0,no data,No
898,27,Yes,travel_rarely,290.04,no data,3,3,medical,899,1,M,,3,1, laboratory technician ,1,Married,2342.59,6090.75,5,No,13,3.0,3,Part Time,1,6.0,5,,2,0,2,1998,28111.13,no data,Yes
899,47,No,,273.83,no data,10,2,life sciences,900,1,M,,3,1, research scientist ,4,Married,2211.67,5750.33,3,No,21,,4,Part Time,2,8.0,3,2.0,2,0,2,1978,26540.0,no data,Yes
900,54,No,travel_rarely,1582.77,no data,4,2,life sciences,901,4,F,,3,4, manager ,4,Married,12783.92,33238.2,2,No,13,3.0,4,Full Time,0,31.0,2,1.0,5,1,4,1971,153407.07,no data,No
901,36,Yes,travel_frequently,290.04,no data,6,2,no data,902,4,F,,1,1, sales representative ,3,,,6090.75,0,No,16,3.0,4,Part Time,1,3.0,3,2.0,2,1,0,1989,28111.13,no data,Yes
902,28,No,travel_rarely,290.04,no data,23,3,life sciences,903,1,F,,3,1, research scientist ,4,Divorced,2342.59,6090.75,1,No,22,4.0,2,Part Time,2,,3,1.0,3,0,2,1997,28111.13,no data,Yes
903,31,No,,1231.39,no data,3,4,no data,904,2,M,153.92,2,3, research director ,3,,9945.83,25859.17,1,No,18,3.0,3,Full Time,0,,2,3.0,10,0,7,1994,119350.0,no data,Yes
904,31,Yes,,262.68,no data,25,5,technical degree,905,3,F,,2,1, research scientist ,2,Married,,5516.33,5,No,16,3.0,2,Part Time,0,6.0,2,4.0,2,1,1,1994,25460.0,no data,No
905,48,No,,1842.8,no data,2,3,life sciences,906,1,M,,3,4, research director ,3,Married,,38698.83,6,No,13,3.0,3,Full Time,0,,2,1.0,3,0,1,1977,178610.0,no data,No
906,48,No,,1032.49,no data,10,3,marketing,907,3,F,,2,3, sales executive ,4,,8339.32,21682.23,2,,19,3.0,3,,1,15.0,3,3.0,3,1,2,1977,,no data,No
907,32,No,travel_rarely,290.04, sales ,7,1,marketing,908,4,M,,3,1, sales representative ,2,Single,,6090.75,0,,14,3.0,1,Part Time,0,,3,3.0,3,1,2,1993,28111.13, sales representative  -  sales ,Yes
908,36,Yes,travel_frequently,1032.49, human resources ,23,3,no data,909,2,F,129.06,3,3, human resources ,1,Divorced,,21682.23,9,Yes,15,3.0,3,Part Time,3,,2,3.0,3,0,2,1989,100071.84, human resources  -  human resources ,No
909,44,No,,290.04,no data,5,2,other,910,2,M,36.25,3,1, laboratory technician ,3,Married,2342.59,6090.75,4,No,17,3.0,4,Part Time,1,,4,,2,2,0,1981,28111.13,no data,Yes
910,24,Yes,,401.76, research & development ,-25,1,technical degree,911,3,M,50.22,2,1, laboratory technician ,3,Single,3245.0,8437.0,5,No,16,3.0,3,Full Time,0,4.0,3,3.0,2,1,2,2001,38940.0, laboratory technician  -  research & development ,Yes
911,31,No,travel_rarely,439.73,no data,19,3,technical degree,912,4,M,,3,2, manufacturing director ,4,Divorced,,9234.33,4,No,12,3.0,2,Part Time,2,8.0,2,4.0,3,1,2,1994,42620.0,no data,Yes
912,48,No,travel_frequently,1086.12, research & development ,18,1,medical,913,1,F,,3,3, healthcare representative ,3,Married,,22808.5,5,No,11,3.0,4,,0,,3,2.0,2,1,2,1977,105270.0, healthcare representative  -  research & development ,Yes
913,34,Yes,,556.26, sales ,11,4,other,914,4,M,,4,2, sales executive ,3,,,11681.39,8,,12,3.0,4,Part Time,0,,2,3.0,4,1,2,1991,53914.11, sales executive  -  sales ,Yes
914,26,No,,247.62,no data,24,3,medical,915,4,M,,3,1, sales representative ,4,,2000.0,5200.0,0,No,13,3.0,3,,2,3.0,3,3.0,2,2,1,1999,,no data,No
915,37,No,travel_rarely,379.79,no data,25,2,no data,916,1,M,,2,2, laboratory technician ,4,Single,,7975.5,4,No,14,3.0,4,Part Time,0,,3,3.0,3,0,2,1988,36810.0,no data,No
916,44,No,,556.26,no data,2,4,life sciences,917,3,F,,3,2, healthcare representative ,4,Married,4492.84,11681.39,1,No,13,3.0,2,Part Time,2,10.0,4,3.0,10,2,2,1981,53914.11,no data,Yes
917,50,No,travel_rarely,1582.77,no data,1,4,no data,918,4,F,197.85,2,4, manager ,1,Married,,33238.2,7,No,11,3.0,1,Full Time,1,21.0,3,1.0,3,0,2,1975,153407.07,no data,Yes
918,46,No,travel_rarely,556.26,no data,1,4,no data,919,1,F,,2,2, human resources ,3,,4492.84,11681.39,4,No,11,,2,Part Time,0,10.0,1,4.0,2,0,2,1979,53914.11,no data,Yes
919,36,No,,290.04, sales ,14,3,no data,920,3,F,36.25,3,1, sales representative ,3,,2342.59,6090.75,1,Yes,18,3.0,4,Part Time,2,8.0,3,3.0,8,0,6,1989,28111.13, sales representative  -  sales ,Yes
920,23,No,,355.64,no data,22,1,technical degree,921,3,M,,3,1, sales representative ,3,,2872.5,7468.5,1,,11,,3,Full Time,0,,2,3.0,3,1,2,2002,34470.0,no data,Yes
921,46,No,travel_rarely,2013.25,no data,3,4,no data,922,4,M,,3,5, manager ,4,,16260.83,42278.17,4,,12,3.0,1,,1,26.0,2,4.0,2,0,1,1979,,no data,Yes
922,24,No,travel_rarely,290.04,no data,6,1,medical,923,1,M,,3,1, research scientist ,3,Married,2342.59,6090.75,0,,20,4.0,4,Part Time,0,,3,3.0,2,2,2,2001,28111.13,no data,Yes
923,28,No,travel_rarely,274.34,no data,6,3,no data,924,3,F,,3,1, laboratory technician ,4,,2215.83,5761.17,1,Yes,13,,3,,1,,2,3.0,3,0,2,1997,,no data,No
924,38,No,,912.79,no data,9,2,medical,925,2,M,,2,2, manufacturing director ,2,,7372.5,19168.5,2,Yes,11,3.0,3,Full Time,1,13.0,2,3.0,3,0,2,1987,88470.0,no data,Yes
925,29,No,,210.99,no data,3,4,medical,926,1,M,26.37,2,1, research scientist ,4,Single,,4430.83,0,,13,3.0,4,Part Time,0,5.0,0,3.0,4,1,1,1996,20450.0,no data,Yes
926,25,No,travel_rarely,290.04,no data,4,3,no data,927,1,M,,4,1, research scientist ,1,,2342.59,6090.75,2,,16,3.0,1,Part Time,1,5.0,3,4.0,3,0,2,2000,28111.13,no data,No
927,27,No,,500.5,no data,8,3,life sciences,928,4,M,,4,2, sales executive ,2,,4042.5,10510.5,0,No,22,4.0,3,Part Time,1,4.0,4,3.0,3,1,2,1998,48510.0,no data,No
928,50,No,,837.78,no data,-14,1,no data,929,1,M,104.72,4,2, sales executive ,2,Marreid,,17593.33,3,,12,3.0,4,Full Time,0,,3,3.0,2,2,2,1975,81200.0,no data,Yes
929,26,Yes,travel_rarely,472.23,no data,3,2,life sciences,930,1,F,59.03,3,2, sales executive ,3,Single,3814.17,9916.83,9,No,14,3.0,1,Part Time,0,,3,3.0,2,2,0,1999,45770.0,no data,Yes
930,62,No,travel_rarely,557.66,no data,16,4,no data,931,1,M,,3,2, sales executive ,1,Single,,11710.83,8,No,14,3.0,4,Full Time,0,10.0,1,3.0,2,2,2,1963,54050.0,no data,No
931,52,No,,290.04,no data,8,4,marketing,932,4,M,36.25,3,1, sales representative ,2,Married,2342.59,6090.75,7,No,15,3.0,4,Part Time,1,4.0,2,3.0,2,2,2,1973,28111.13,no data,Yes
932,46,No,non-travel,382.57,no data,24,3,no data,933,1,M,47.82,1,1, laboratory technician ,3,Single,,8034.0,2,,14,3.0,3,Full Time,0,9.0,5,3.0,5,1,4,1979,37080.0,no data,No
933,49,No,travel_frequently,1420.71,no data,3,3,no data,934,4,F,,3,4, sales executive ,3,Divorced,11475.0,29835.0,9,Yes,12,3.0,4,Full Time,2,28.0,2,2.0,22,11,13,1976,137700.0,no data,Yes
934,44,Yes,,290.04,no data,19,3,no data,935,3,M,,4,1, research scientist ,3,Divorced,2342.59,6090.75,6,,12,3.0,4,Part Time,0,,2,3.0,2,2,2,1981,28111.13,no data,Yes
935,45,No,travel_frequently,556.26,no data,15,3,life sciences,936,4,M,,2,2, sales executive ,4,Married,4492.84,11681.39,3,,18,,3,Part Time,1,7.0,5,3.0,2,2,2,1980,53914.11,no data,Yes
936,42,No,,290.04,no data,2,1,no data,937,4,F,,2,1, research scientist ,4,Single,2342.59,6090.75,0,,20,4.0,4,Part Time,0,5.0,2,2.0,4,2,3,1983,28111.13,no data,No
937,31,No,,236.99, sales ,10,3,no data,938,4,M,,3,1, sales representative ,2,,1914.17,4976.83,1,No,14,3.0,4,,2,,2,3.0,2,2,2,1994,, sales representative  -  sales ,No
938,55,No,,252.78,no data,6,3,no data,939,4,M,,3,2, laboratory technician ,4,Single,2041.67,5308.33,2,,17,3.0,4,Part Time,0,19.0,4,3.0,2,2,2,1970,24500.0,no data,No
939,25,No,travel_rarely,290.04, research & development ,-12,1,medical,940,1,M,,4,1, research scientist ,3,Single,2342.59,6090.75,1,,18,3.0,4,Part Time,0,,3,3.0,2,0,2,2000,28111.13, research scientist  -  research & development ,No
